"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Ira Flagstead",3,149,560,106,172,5,43,10,77,0.307,0.401,0.421,0.823,0,0,0,0,0,0,0,0,0,0,0,1924,"flagsir01","yes"
"Wally Gerber",0.1,148,496,61,135,0,55,4,43,0.272,0.341,0.329,0.67,0,0,0,0,0,0,0,0,0,0,0,1924,"gerbewa01","yes"
"Earl Whitehill",2.1,37,89,11,19,0,7,0,9,0.213,0.286,0.247,0.533,17,9,3.86,1.455,32,0,233,260,8,79,65,1924,"whiteea01","yes"
"Lu Blue",3.4,108,395,81,123,2,53,9,64,0.311,0.413,0.428,0.84,0,0,0,0,0,0,0,0,0,0,0,1924,"bluelu01","yes"
"Ike Boone",3.3,128,487,72,164,13,98,2,54,0.337,0.404,0.497,0.901,0,0,0,0,0,0,0,0,0,0,0,1924,"booneik01","yes"
"Joe Harris",3.9,133,491,82,148,3,77,6,81,0.301,0.406,0.43,0.835,0,0,0,0,0,0,0,0,0,0,0,1924,"harrijo03","yes"
"Chick Galloway",-0.8,129,464,41,128,2,48,11,23,0.276,0.311,0.341,0.652,0,0,0,0,0,0,0,0,0,0,0,1924,"galloch01","yes"
"Ken Williams",4.4,114,398,78,129,18,84,20,69,0.324,0.425,0.533,0.958,0,0,0,0,0,0,0,0,0,0,0,1924,"willike01","yes"
"Roger Peckinpaugh",2.7,126,422,67,124,4,64,13,49,0.294,0.367,0.379,0.746,0,0,0,0,0,0,0,0,0,0,0,1925,"peckiro01","yes"
"Al Simmons",6.6,153,654,122,253,24,129,7,35,0.387,0.419,0.599,1.018,0,0,0,0,0,0,0,0,0,0,0,1925,"simmoal01","yes"
"Joe Sewell",5.3,155,608,78,204,1,98,7,64,0.336,0.402,0.424,0.827,0,0,0,0,0,0,0,0,0,0,0,1925,"seweljo01","yes"
"Harry Heilmann",7,150,573,97,225,13,134,6,67,0.393,0.457,0.569,1.026,0,0,0,0,0,0,0,0,0,0,0,1925,"heilmha01","yes"
"Harry Rice",4.5,103,354,87,127,11,47,8,54,0.359,0.45,0.568,1.018,0,0,0,0,0,0,0,0,0,0,0,1925,"riceha01","yes"
"Earl Sheely",3.8,153,600,93,189,9,111,3,68,0.315,0.389,0.442,0.831,0,0,0,0,0,0,0,0,0,0,0,1925,"sheelea01","yes"
"Ira Flagstead",1.8,148,572,84,160,6,61,5,63,0.28,0.356,0.385,0.741,0,0,0,0,0,0,0,0,0,0,0,1925,"flagsir01","yes"
"Baby Doll Jacobson",2.9,142,540,103,184,15,76,8,45,0.341,0.392,0.513,0.905,0,0,0,0,0,0,0,0,0,0,0,1925,"jacobba01","yes"
"Johnny Mostil",4.5,153,605,135,181,2,50,43,90,0.299,0.4,0.421,0.822,0,0,0,0,0,0,0,0,0,0,0,1925,"mostijo01","yes"
"Ossie Bluege",2.5,145,522,77,150,4,79,16,59,0.287,0.362,0.377,0.739,0,0,0,0,0,0,0,0,0,0,0,1925,"bluegos01","yes"
"Mickey Cochrane",1.8,134,420,69,139,6,55,7,44,0.331,0.397,0.448,0.845,0,0,0,0,0,0,0,0,0,0,0,1925,"cochrmi01","yes"
"Lu Blue",3.6,150,532,92,163,3,94,19,83,0.306,0.403,0.391,0.794,0,0,0,0,0,0,0,0,0,0,0,1925,"bluelu01","yes"
"Stan Coveleski",5.2,32,81,3,9,0,7,0,1,0.111,0.133,0.111,0.244,20,5,2.84,1.257,32,0,241,230,7,73,58,1925,"covelst01","yes"
"Willie Kamm",3.9,152,509,82,142,6,83,11,90,0.279,0.391,0.393,0.784,0,0,0,0,0,0,0,0,0,0,0,1925,"kammwi01","yes"
"Eddie Rommel",5.5,52,81,7,15,1,9,1,6,0.185,0.241,0.272,0.513,21,10,3.69,1.456,28,3,261,285,10,95,67,1925,"rommeed01","yes"
"Ray Schalk",3,125,343,44,94,0,52,11,57,0.274,0.382,0.332,0.714,0,0,0,0,0,0,0,0,0,0,0,1925,"schalra01","yes"
"Al Wingo",5.4,130,440,104,163,5,68,14,69,0.37,0.456,0.527,0.983,0,0,0,0,0,0,0,0,0,0,0,1925,"wingoal01","yes"
"Earle Combs",4,150,593,117,203,3,62,12,65,0.342,0.411,0.462,0.873,0,0,0,0,0,0,0,0,0,0,0,1925,"combsea01","yes"
"Bob Meusel",3.7,156,624,101,181,33,134,13,54,0.29,0.348,0.542,0.889,0,0,0,0,0,0,0,0,0,0,0,1925,"meusebo01","yes"
"Ted Lyons",4.9,43,97,6,18,0,7,0,3,0.186,0.218,0.216,0.434,21,11,3.26,1.359,32,3,262.2,274,7,83,45,1925,"lyonste01","yes"
"George Burns",2.5,127,488,69,164,6,79,16,24,0.336,0.371,0.473,0.844,0,0,0,0,0,0,0,0,0,0,0,1925,"burnsge01","yes"
"Marty McManus",2.5,154,587,108,169,13,90,5,73,0.288,0.371,0.457,0.828,0,0,0,0,0,0,0,0,0,0,0,1925,"mcmanma01","yes"
"Herb Pennock",6.4,47,99,6,20,0,7,0,2,0.202,0.218,0.232,0.45,16,17,2.96,1.22,31,2,277,267,11,71,88,1925,"pennohe01","yes"
"Benny Bengough",0.7,95,283,17,73,0,23,0,19,0.258,0.305,0.322,0.626,0,0,0,0,0,0,0,0,0,0,0,1925,"bengobe01","yes"
"Howard Ehmke",4.9,34,88,6,13,0,5,0,4,0.148,0.185,0.17,0.355,9,20,3.73,1.419,31,1,260.2,285,8,85,95,1925,"ehmkeho01","yes"
"Lou Gehrig",3.2,126,437,73,129,20,68,6,46,0.295,0.365,0.531,0.896,0,0,0,0,0,0,0,0,0,0,0,1925,"gehrilo01","yes"
"Ike Boone",2.7,133,476,79,157,9,68,1,60,0.33,0.406,0.479,0.885,0,0,0,0,0,0,0,0,0,0,0,1925,"booneik01","yes"
"Joe Dugan",1.1,102,404,50,118,0,33,2,19,0.292,0.33,0.359,0.689,0,0,0,0,0,0,0,0,0,0,0,1925,"duganjo01","yes"
"Phil Todt",1.6,141,544,62,151,11,75,3,44,0.278,0.343,0.439,0.782,0,0,0,0,0,0,0,0,0,0,0,1925,"todtph01","yes"
"George Burns",5.1,151,603,97,216,4,115,13,28,0.358,0.394,0.494,0.889,0,0,0,0,0,0,0,0,0,0,0,1926,"burnsge02","yes"
"Johnny Mostil",6.4,148,600,120,197,4,41,35,79,0.328,0.415,0.467,0.882,0,0,0,0,0,0,0,0,0,0,0,1926,"mostijo01","yes"
"Herb Pennock",3.2,40,85,8,18,0,6,0,10,0.212,0.302,0.235,0.537,23,11,3.62,1.265,33,3,266.1,294,11,43,78,1926,"pennohe01","yes"
"Sam Rice",3.5,152,641,98,216,3,75,24,42,0.337,0.38,0.445,0.824,0,0,0,0,0,0,0,0,0,0,0,1926,"ricesa01","yes"
"Harry Heilmann",5.3,141,502,90,184,9,101,6,67,0.367,0.445,0.534,0.979,0,0,0,0,0,0,0,0,0,0,0,1926,"heilmha01","yes"
"Heinie Manush",5.3,136,498,95,188,14,86,11,31,0.378,0.421,0.564,0.985,0,0,0,0,0,0,0,0,0,0,0,1926,"manushe01","yes"
"Al Simmons",5.2,147,583,90,199,19,110,11,48,0.341,0.392,0.564,0.957,0,0,0,0,0,0,0,0,0,0,0,1926,"simmoal01","yes"
"Lefty Grove",6.6,45,81,6,8,0,6,0,5,0.099,0.151,0.136,0.287,13,13,2.51,1.271,33,6,258,227,6,101,194,1926,"grovele01","yes"
"Goose Goslin",6.9,147,568,105,201,17,109,8,63,0.354,0.425,0.542,0.967,0,0,0,0,0,0,0,0,0,0,0,1926,"gosligo01","yes"
"Lou Gehrig",6.9,155,572,135,179,16,109,6,105,0.313,0.42,0.549,0.969,0,0,0,0,0,0,0,0,0,0,0,1926,"gehrilo01","yes"
"Tony Lazzeri",2.9,155,589,79,162,18,117,16,54,0.275,0.338,0.462,0.8,0,0,0,0,0,0,0,0,0,0,0,1926,"lazzeto01","yes"
"Bibb Falk",5.7,155,566,86,195,8,108,9,66,0.345,0.415,0.477,0.892,0,0,0,0,0,0,0,0,0,0,0,1926,"falkbi01","yes"
"Bob Fothergill",3.2,110,387,63,142,3,73,4,33,0.367,0.421,0.506,0.927,0,0,0,0,0,0,0,0,0,0,0,1926,"fothebo01","yes"
"Oscar Melillo",-0.1,99,385,54,98,1,29,6,32,0.255,0.315,0.335,0.65,0,0,0,0,0,0,0,0,0,0,0,1926,"melilsk01","yes"
"Harry Rice",3.3,148,578,86,181,9,54,10,63,0.313,0.384,0.441,0.826,0,0,0,0,0,0,0,0,0,0,0,1926,"riceha01","yes"
"Ossie Bluege",2.2,139,487,69,132,3,65,12,70,0.271,0.368,0.361,0.73,0,0,0,0,0,0,0,0,0,0,0,1926,"bluegos01","yes"
"Phil Todt",0.8,154,599,56,153,7,70,3,40,0.255,0.306,0.362,0.669,0,0,0,0,0,0,0,0,0,0,0,1926,"todtph01","yes"
"Mickey Cochrane",1.9,120,370,50,101,8,47,5,56,0.273,0.369,0.408,0.777,0,0,0,0,0,0,0,0,0,0,0,1926,"cochrmi01","yes"
"Joe Judge",3.1,134,453,70,132,7,92,7,53,0.291,0.367,0.442,0.808,0,0,0,0,0,0,0,0,0,0,0,1926,"judgejo01","yes"
"Marty McManus",2.5,149,549,102,156,9,64,5,55,0.284,0.35,0.424,0.775,0,0,0,0,0,0,0,0,0,0,0,1926,"mcmanma01","yes"
"Bob Meusel",2.2,108,413,73,130,12,78,16,37,0.315,0.373,0.47,0.842,0,0,0,0,0,0,0,0,0,0,0,1926,"meusebo01","yes"
"Topper Rigney",4.7,148,525,71,142,4,50,6,108,0.27,0.395,0.377,0.772,0,0,0,0,0,0,0,0,0,0,0,1926,"rigneto01","yes"
"Ira Flagstead",2.4,98,415,65,124,3,31,4,36,0.299,0.363,0.429,0.792,0,0,0,0,0,0,0,0,0,0,0,1926,"flagsir01","yes"
"Wally Gerber",-0.3,131,411,37,111,0,43,0,40,0.27,0.339,0.29,0.629,0,0,0,0,0,0,0,0,0,0,0,1926,"gerbewa01","yes"
"Tom Zachary",4.5,34,86,4,23,1,5,0,4,0.267,0.3,0.372,0.672,14,15,3.6,1.46,31,0,247.1,264,14,97,53,1926,"zachato01","yes"
"Baby Doll Jacobson",1.3,148,576,62,172,8,89,5,31,0.299,0.337,0.436,0.772,0,0,0,0,0,0,0,0,0,0,0,1926,"jacobba01","yes"
"Lou Gehrig",11.9,155,584,149,218,47,173,10,109,0.373,0.474,0.765,1.24,0,0,0,0,0,0,0,0,0,0,0,1927,"gehrilo01","yes"
"Harry Heilmann",7.1,141,505,106,201,14,120,11,72,0.398,0.475,0.616,1.091,0,0,0,0,0,0,0,0,0,0,0,1927,"heilmha01","yes"
"Ted Lyons",7.9,41,110,16,28,1,9,0,6,0.255,0.293,0.373,0.666,22,14,2.84,1.164,34,2,307.2,291,7,67,71,1927,"lyonste01","yes"
"Mickey Cochrane",3.9,126,432,80,146,12,80,9,50,0.338,0.409,0.495,0.904,0,0,0,0,0,0,0,0,0,0,0,1927,"cochrmi01","yes"
"Al Simmons",5.9,106,406,86,159,15,108,10,31,0.392,0.436,0.645,1.081,0,0,0,0,0,0,0,0,0,0,0,1927,"simmoal01","yes"
"Goose Goslin",5.3,148,581,96,194,13,120,21,50,0.334,0.392,0.516,0.908,0,0,0,0,0,0,0,0,0,0,0,1927,"gosligo01","yes"
"Muddy Ruel",3.5,131,428,61,132,1,52,9,63,0.308,0.403,0.376,0.779,0,0,0,0,0,0,0,0,0,0,0,1927,"ruelmu01","yes"
"Jimmy Dykes",2.6,121,417,61,135,3,60,2,44,0.324,0.394,0.453,0.847,0,0,4.5,1.5,0,1,2,2,0,1,0,1927,"dykesji01","yes"
"Luke Sewell",1.7,128,470,52,138,0,53,4,20,0.294,0.328,0.377,0.705,0,0,0,0,0,0,0,0,0,0,0,1927,"sewellu01","yes"
"Joe Sewell",3.6,153,569,83,180,1,92,3,51,0.316,0.382,0.424,0.805,0,0,0,0,0,0,0,0,0,0,0,1927,"seweljo01","yes"
"Tony Lazzeri",6.4,153,570,92,176,18,102,22,69,0.309,0.383,0.482,0.866,0,0,0,0,0,0,0,0,0,0,0,1927,"lazzeto01","yes"
"Bobby Reeves",-0.4,112,380,37,97,1,39,3,21,0.255,0.296,0.318,0.614,0,0,0,0,0,0,0,0,0,0,0,1927,"reevebo01","yes"
"Frank O'Rourke",1.1,140,538,85,144,1,39,18,64,0.268,0.358,0.331,0.689,0,0,0,0,0,0,0,0,0,0,0,1927,"orourfr01","yes"
"Jackie Tavener",1.9,116,419,60,115,5,59,19,36,0.274,0.333,0.406,0.739,0,0,0,0,0,0,0,0,0,0,0,1927,"tavenja01","yes"
"Horace Lisenbee",3.4,39,83,4,11,0,5,0,4,0.133,0.182,0.169,0.35,18,9,3.57,1.236,34,0,242,221,6,78,105,1927,"lisenho01","yes"
"Bing Miller",2.7,143,492,83,160,5,75,8,30,0.325,0.375,0.449,0.824,0,0,0,0,0,0,0,0,0,0,0,1927,"millebi02","yes"
"Alex Metzler",4.4,134,543,87,173,3,61,15,61,0.319,0.396,0.429,0.826,0,0,0,0,0,0,0,0,0,0,0,1927,"metzlal01","yes"
"Ira Flagstead",2.6,131,466,63,133,4,69,12,57,0.285,0.374,0.401,0.775,0,0,0,0,0,0,0,0,0,0,0,1927,"flagsir01","yes"
"Charlie Jamieson",2.4,127,489,73,151,0,36,7,64,0.309,0.394,0.38,0.775,0,0,0,0,0,0,0,0,0,0,0,1927,"jamiech01","yes"
"Wally Schang",3,97,264,40,84,5,42,3,41,0.318,0.414,0.447,0.861,0,0,0,0,0,0,0,0,0,0,0,1927,"schanwa01","yes"
"Fred Schulte",1.1,60,189,32,60,3,34,5,20,0.317,0.383,0.503,0.885,0,0,0,0,0,0,0,0,0,0,0,1927,"schulfr02","yes"
"Willis Hudlin",4.9,43,96,12,24,1,6,0,1,0.25,0.258,0.354,0.612,18,12,4.01,1.413,30,0,264.2,291,3,83,65,1927,"hudliwi01","yes"
"Bill Regan",0.7,129,468,43,128,2,66,10,26,0.274,0.315,0.408,0.723,0,0,0,0,0,0,0,0,0,0,0,1927,"reganbi01","yes"
"Jack Rothrock",-0.1,117,428,61,111,1,36,5,24,0.259,0.302,0.36,0.662,0,0,0,0,0,0,0,0,0,0,0,1927,"rothrja01","yes"
"Slim Harriss",1.9,44,66,1,8,0,3,0,2,0.121,0.159,0.136,0.296,14,21,4.18,1.466,27,1,217.2,253,8,66,77,1927,"harrisl01","yes"
"Phil Todt",-0.8,140,516,55,122,6,52,6,28,0.236,0.28,0.337,0.617,0,0,0,0,0,0,0,0,0,0,0,1927,"todtph01","yes"
"Mickey Cochrane",3.4,131,468,92,137,10,57,7,76,0.293,0.395,0.464,0.859,0,0,0,0,0,0,0,0,0,0,0,1928,"cochrmi01","yes"
"Heinie Manush",7.3,154,638,104,241,13,108,16,39,0.378,0.414,0.575,0.989,0,0,0,0,0,0,0,0,0,0,0,1928,"manushe01","yes"
"Joe Judge",4,153,542,78,166,3,93,16,80,0.306,0.396,0.417,0.813,0,0,0,0,0,0,0,0,0,0,0,1928,"judgejo01","yes"
"Tony Lazzeri",4.6,116,404,62,134,10,82,15,43,0.332,0.397,0.535,0.932,0,0,0,0,0,0,0,0,0,0,0,1928,"lazzeto01","yes"
"Willie Kamm",4.2,155,552,70,170,1,84,17,73,0.308,0.391,0.411,0.802,0,0,0,0,0,0,0,0,0,0,0,1928,"kammwi01","yes"
"Earle Combs",4.7,149,626,118,194,7,56,11,77,0.31,0.387,0.463,0.85,0,0,0,0,0,0,0,0,0,0,0,1928,"combsea01","yes"
"Goose Goslin",7.5,135,456,80,173,17,102,16,48,0.379,0.442,0.614,1.056,0,0,0,0,0,0,0,0,0,0,0,1928,"gosligo01","yes"
"Charlie Gehringer",4.5,154,603,107,193,6,74,15,69,0.32,0.395,0.451,0.846,0,0,0,0,0,0,0,0,0,0,0,1928,"gehrich01","yes"
"Buddy Myer",4,147,536,78,168,1,44,30,53,0.313,0.379,0.39,0.769,0,0,0,0,0,0,0,0,0,0,0,1928,"myerbu01","yes"
"Waite Hoyt",5.2,42,109,15,28,0,12,0,1,0.257,0.264,0.266,0.53,23,7,3.36,1.242,31,8,273,279,16,60,67,1928,"hoytwa01","yes"
"Jimmie Foxx",4.9,118,400,85,131,13,79,3,60,0.328,0.416,0.548,0.964,0,0,0,0,0,0,0,0,0,0,0,1928,"foxxji01","yes"
"Joe Sewell",5.4,155,588,79,190,4,70,7,58,0.323,0.391,0.418,0.809,0,0,0,0,0,0,0,0,0,0,0,1928,"seweljo01","yes"
"Luke Sewell",1.6,122,411,52,111,3,52,4,26,0.27,0.318,0.375,0.693,0,0,0,0,0,0,0,0,0,0,0,1928,"sewellu01","yes"
"Ira Flagstead",2.7,140,510,84,148,1,39,12,60,0.29,0.366,0.392,0.758,0,0,0,0,0,0,0,0,0,0,0,1928,"flagsir01","yes"
"Bill Cissell",0.3,125,443,66,115,1,60,18,29,0.26,0.307,0.33,0.636,0,0,0,0,0,0,0,0,0,0,0,1928,"cissebi01","yes"
"Harry Heilmann",3.9,151,558,83,183,14,107,7,57,0.328,0.39,0.507,0.897,0,0,0,0,0,0,0,0,0,0,0,1928,"heilmha01","yes"
"Carl Lind",0.9,154,650,102,191,1,54,8,36,0.294,0.331,0.375,0.706,0,0,0,0,0,0,0,0,0,0,0,1928,"lindca01","yes"
"Ed Morris",4,47,91,8,14,0,9,0,3,0.154,0.181,0.209,0.39,19,15,3.53,1.3,29,5,257.2,255,7,80,104,1928,"morried02","yes"
"Tommy Thomas",7,36,96,9,21,2,12,0,8,0.219,0.279,0.313,0.591,17,16,3.08,1.247,32,3,283,277,14,76,129,1928,"thomato02","yes"
"Ownie Carroll",5.2,43,98,7,19,0,9,0,7,0.194,0.248,0.245,0.493,16,12,3.27,1.325,28,2,231,219,6,87,51,1928,"carroow01","yes"
"Harry Rice",2.1,131,510,87,154,6,81,20,44,0.302,0.36,0.425,0.785,0,0,0,0,0,0,0,0,0,0,0,1928,"riceha01","yes"
"Lew Fonseca",1.8,75,263,38,86,3,36,4,13,0.327,0.361,0.464,0.825,0,0,0,0,0,0,0,0,0,0,0,1928,"fonsele01","yes"
"Johnny Hodapp",2.5,116,449,51,145,2,73,2,20,0.323,0.352,0.432,0.784,0,0,0,0,0,0,0,0,0,0,0,1928,"hodapjo01","yes"
"Ted Lyons",2,49,91,10,23,0,8,0,1,0.253,0.261,0.275,0.536,15,14,3.98,1.433,27,7,240,276,11,68,60,1928,"lyonste01","yes"
"Alex Metzler",3.4,139,464,71,141,3,55,15,77,0.304,0.41,0.422,0.832,0,0,0,0,0,0,0,0,0,0,0,1928,"metzlal01","yes"
"Bill Regan",1.1,138,511,53,135,7,75,9,21,0.264,0.296,0.387,0.683,0,0,0,0,0,0,0,0,0,0,0,1928,"reganbi01","yes"
"Lefty Grove",10,41,115,8,23,0,12,0,3,0.2,0.22,0.226,0.446,31,4,2.06,1.077,30,5,288.2,249,10,62,175,1931,"grovele01","yes"
"Lou Gehrig",8.6,155,619,163,211,46,185,17,117,0.341,0.446,0.662,1.108,0,0,0,0,0,0,0,0,0,0,0,1931,"gehrilo01","yes"
"Al Simmons",7.4,128,513,105,200,22,128,3,47,0.39,0.444,0.641,1.085,0,0,0,0,0,0,0,0,0,0,0,1931,"simmoal01","yes"
"Earl Averill",6.5,155,627,140,209,32,143,9,68,0.333,0.404,0.576,0.979,0,0,0,0,0,0,0,0,0,0,0,1931,"averiea01","yes"
"Babe Ruth",10.5,145,534,149,199,46,162,5,128,0.373,0.495,0.7,1.195,0,0,0,0,0,0,0,0,0,0,0,1931,"ruthba01","yes"
"Earl Webb",5,151,589,96,196,14,103,2,70,0.333,0.404,0.528,0.932,0,0,0,0,0,0,0,0,0,0,0,1931,"webbea01","yes"
"Joe Cronin",6.8,156,611,103,187,12,126,10,81,0.306,0.391,0.48,0.87,0,0,0,0,0,0,0,0,0,0,0,1931,"cronijo01","yes"
"Oscar Melillo",3.2,151,617,88,189,2,75,7,37,0.306,0.346,0.407,0.752,0,0,0,0,0,0,0,0,0,0,0,1931,"melilsk01","yes"
"Mickey Cochrane",5.4,122,459,87,160,17,89,2,56,0.349,0.423,0.553,0.976,0,0,0,0,0,0,0,0,0,0,0,1931,"cochrmi01","yes"
"Sam West",4.6,132,526,77,175,3,91,6,30,0.333,0.369,0.481,0.85,0,0,0,0,0,0,0,0,0,0,0,1931,"westsa01","yes"
"George Earnshaw",5.5,43,114,12,30,2,13,0,5,0.263,0.294,0.395,0.689,21,7,3.67,1.172,30,6,281.2,255,16,75,152,1931,"earnsge01","yes"
"Wes Ferrell",8,48,116,24,37,9,30,0,10,0.319,0.373,0.621,0.994,22,12,3.75,1.469,35,3,276.1,276,9,130,123,1931,"ferrewe01","yes"
"Firpo Marberry",4.3,45,82,7,19,1,8,1,1,0.232,0.241,0.305,0.546,16,4,3.45,1.251,25,8,219,211,13,63,88,1931,"marbefi01","yes"
"Hal Rhyne",2.4,147,565,75,154,0,51,3,57,0.273,0.341,0.343,0.685,0,0,0,0,0,0,0,0,0,0,0,1931,"rhyneha01","yes"
"Ben Chapman",5.9,149,600,120,189,17,122,61,75,0.315,0.396,0.483,0.879,0,0,0,0,0,0,0,0,0,0,0,1931,"chapmbe01","yes"
"John Stone",3.6,147,584,86,191,10,78,13,56,0.327,0.388,0.464,0.852,0,0,0,0,0,0,0,0,0,0,0,1931,"stonejo01","yes"
"Lu Blue",5.3,155,589,119,179,1,62,13,127,0.304,0.43,0.399,0.829,0,0,0,0,0,0,0,0,0,0,0,1931,"bluelu01","yes"
"Charlie Gehringer",2,101,383,67,119,4,53,13,29,0.311,0.359,0.431,0.79,0,0,0,0,0,0,0,0,0,0,0,1931,"gehrich01","yes"
"Red Kress",2.8,150,605,87,188,16,114,3,46,0.311,0.36,0.493,0.853,0,0,0,0,0,0,0,0,0,0,0,1931,"kressre01","yes"
"Goose Goslin",5.7,151,591,114,194,24,105,9,80,0.328,0.412,0.555,0.967,0,0,0,0,0,0,0,0,0,0,0,1931,"gosligo01","yes"
"Danny MacFayden",2.6,35,81,4,10,0,1,0,3,0.123,0.155,0.148,0.303,16,12,4.02,1.483,32,0,230.2,263,4,79,74,1931,"macfada01","yes"
"Tom Oliver",1.2,148,586,52,162,0,70,4,25,0.276,0.307,0.353,0.66,0,0,0,0,0,0,0,0,0,0,0,1931,"oliveto01","yes"
"Carl Reynolds",1.8,118,462,71,134,6,77,17,24,0.29,0.333,0.442,0.775,0,0,0,0,0,0,0,0,0,0,0,1931,"reynoca01","yes"
"Lefty Stewart",3.8,36,88,10,22,0,8,1,13,0.25,0.347,0.364,0.71,14,17,4.4,1.442,33,0,258,287,17,85,89,1931,"stewale01","yes"
"Jimmie Foxx",4.7,139,515,93,150,30,120,4,73,0.291,0.38,0.567,0.947,0,0,0,0,0,0,0,0,0,0,0,1931,"foxxji01","yes"
"Jimmie Foxx",10.4,154,585,151,213,58,169,3,116,0.364,0.469,0.749,1.218,0,0,0,0,0,0,0,0,0,0,0,1932,"foxxji01","yes"
"Lou Gehrig",8.1,156,596,138,208,34,151,4,108,0.349,0.451,0.621,1.072,0,0,0,0,0,0,0,0,0,0,0,1932,"gehrilo01","yes"
"Heinie Manush",5.6,149,625,121,214,14,116,7,36,0.342,0.383,0.52,0.903,0,0,0,0,0,0,0,0,0,0,0,1932,"manushe01","yes"
"Earl Averill",5,153,631,116,198,32,124,5,75,0.314,0.392,0.569,0.961,0,0,0,0,0,0,0,0,0,0,0,1932,"averiea01","yes"
"Lefty Gomez",3,37,104,9,18,0,15,0,6,0.173,0.218,0.192,0.41,24,7,4.21,1.398,31,1,265.1,266,23,105,176,1932,"gomezle01","yes"
"Joe Cronin",6.3,143,557,95,177,6,116,7,66,0.318,0.393,0.492,0.885,0,0,0,0,0,0,0,0,0,0,0,1932,"cronijo01","yes"
"Babe Ruth",8.5,133,457,120,156,41,137,2,130,0.341,0.489,0.661,1.15,0,0,0,0,0,0,0,0,0,0,0,1932,"ruthba01","yes"
"Tony Lazzeri",4.4,142,510,79,153,15,113,11,82,0.3,0.399,0.506,0.905,0,0,0,0,0,0,0,0,0,0,0,1932,"lazzeto01","yes"
"Charlie Gehringer",5.1,152,618,112,184,19,104,9,68,0.298,0.37,0.497,0.867,0,0,0,0,0,0,0,0,0,0,0,1932,"gehrich01","yes"
"Al Simmons",4.3,154,670,144,216,35,151,4,47,0.322,0.368,0.548,0.915,0,0,0,0,0,0,0,0,0,0,0,1932,"simmoal01","yes"
"Dale Alexander",3.7,124,392,58,144,8,60,4,61,0.367,0.454,0.513,0.966,0,0,0,0,0,0,0,0,0,0,0,1932,"alexada01","yes"
"Bill Cissell",2.2,143,584,85,184,7,98,18,29,0.315,0.349,0.437,0.785,0,0,0,0,0,0,0,0,0,0,0,1932,"cissebi01","yes"
"Rick Ferrell",3.4,126,438,67,138,2,65,5,66,0.315,0.406,0.42,0.826,0,0,0,0,0,0,0,0,0,0,0,1932,"ferreri01","yes"
"Johnny Allen",3.1,33,73,5,9,1,5,0,4,0.123,0.169,0.219,0.388,17,4,3.7,1.24,21,2,192,162,10,76,109,1932,"allenjo02","yes"
"Bill Dickey",2.3,108,423,66,131,15,84,2,34,0.31,0.361,0.482,0.843,0,0,0,0,0,0,0,0,0,0,0,1932,"dickebi01","yes"
"Lefty Grove",9.3,44,107,10,18,4,12,0,5,0.168,0.205,0.29,0.495,25,10,2.84,1.193,30,7,291.2,269,13,79,188,1932,"grovele01","yes"
"Goose Goslin",3,150,572,88,171,17,104,12,92,0.299,0.398,0.469,0.866,0,0,0,0,0,0,0,0,0,0,0,1932,"gosligo01","yes"
"Monte Weaver",2.4,44,94,13,27,0,13,0,0,0.287,0.302,0.372,0.674,22,10,4.08,1.487,30,2,234,236,9,112,83,1932,"weavemo01","yes"
"Harry Davis",0.2,141,590,92,159,4,74,12,60,0.269,0.339,0.388,0.727,0,0,0,0,0,0,0,0,0,0,0,1932,"davisha02","yes"
"Wes Ferrell",7.2,55,128,14,31,2,18,0,6,0.242,0.276,0.359,0.635,23,13,3.66,1.401,34,1,287.2,299,17,104,105,1932,"ferrewe01","yes"
"Dave Harris",1.2,81,156,26,51,6,29,4,19,0.327,0.4,0.538,0.938,0,0,0,0,0,0,0,0,0,0,0,1932,"harrida01","yes"
"Jim Levey",-0.5,152,568,59,159,4,63,6,21,0.28,0.31,0.382,0.692,0,0,0,0,0,0,0,0,0,0,0,1932,"leveyji01","yes"
"Ted Lyons",5.7,49,73,11,19,1,10,0,4,0.26,0.308,0.356,0.664,10,15,3.28,1.361,26,2,230.2,243,10,71,58,1932,"lyonste01","yes"
"Smead Jolley",1.9,149,573,60,179,18,106,1,30,0.312,0.35,0.476,0.826,0,0,0,0,0,0,0,0,0,0,0,1932,"jollesm01","yes"
"Eric McNair",2.6,135,554,87,158,18,95,8,28,0.285,0.323,0.478,0.801,0,0,0,0,0,0,0,0,0,0,0,1932,"mcnaier01","yes"
"Billy Sullivan",1,93,307,31,97,1,45,1,20,0.316,0.358,0.384,0.742,0,0,0,0,0,0,0,0,0,0,0,1932,"sullibi04","yes"
"General Crowder",6.6,51,122,11,27,0,9,0,4,0.221,0.246,0.27,0.517,26,13,3.33,1.211,39,1,327,319,17,77,103,1932,"crowdal01","yes"
"Marty McManus",0.6,93,302,39,71,5,24,1,36,0.235,0.317,0.374,0.691,0,0,0,0,0,0,0,0,0,0,0,1932,"mcmanma01","yes"
"Joe Sewell",2.7,125,503,95,137,11,68,0,56,0.272,0.349,0.392,0.74,0,0,0,0,0,0,0,0,0,0,0,1932,"seweljo01","yes"
